,type,drugbank_id,name,state,cal_logp,cal_logs,cal_water_solubility,cal_molecular_weight,cal_polar_surface_area,cal_refractivity,cal_polarizability,cal_rotatable_bond_count,cal_h_bond_acceptor_count,cal_h_bond_donor_count,cal_pka_acidic,cal_pka_basic,cal_physiological_charge,cal_number_of_rings,cal_bioavailability,cal_rule_of_five,exp_molecular_weight,exp_logp,exp_pka,half_life
8334,biotech,DB09329,"Antihemophilic factor (recombinant), PEGylated",solid,,,,,,,,,,,,,,,,,284.0,,,"14.69 ± 3.79h for adults aged ≥18 years [FDA label]

13.43 ± 4.05 for children 12 to <18 years [FDA label]"
8335,small molecule,DB09330,Osimertinib,solid,4.47,-4.4,2.24e-02 g/l,499.619,87.55,150.32,56.84,10,7,2,13.64,8.87,1,4,1,1,,,,The population estimated mean half-life is 48 hours. 
8336,biotech,DB09331,Daratumumab,liquid,,,,,,,,,,,,,,,,,145391.67,,,Intravenous daratumumab has a terminal half life of 18 ± 9 days.[L13290] Subcutaneous daratumumab has a half life of 20 days.[L13296]
8337,small molecule,DB09332,Kappadione,solid,2.37,-1.7,8.03e+00 g/l,422.084,144.84,68.77,26.13,4,6,0,1.47,,-4,2,1,1,,,,"Mean elimination half-life of menadione was 27.17 min in the plasma of rabbits, in one study [L1574]."
8338,small molecule,DB09333,Iopodic acid,solid,3.59,-4.9,8.19e-03 g/l,597.961,52.9,104.91,40.23,4,4,1,1.99,4.16,-1,1,1,0,,3.73,4.8,
8339,biotech,DB09334,Seractide acetate,solid,,,,,,,,,,,,,,,,,,,,
8340,small molecule,DB09335,Alatrofloxacin,solid,0.65,-4.2,3.88e-02 g/l,558.518,157.96,135.64,52.84,7,9,4,5.41,8.09,0,5,1,0,,,,
8341,small molecule,DB09336,Technetium Tc-99m nofetumomab merpentan,solid,,,,,,,,,,,,,,,,,,,,The radioactive half-life of the Tc-99m nm is of 6 hours. It is important to consider this short half-life as the use of this agent should be done within the active time.[L1652] Tc-99m nm presents a serum half-life of 1.5 hours and an elimination phase half-life of 10.5 hours.[L1668]
8342,small molecule,DB09337,Medical air,gas,,,,,,,,,,,,,,,,,,,,
8343,small molecule,DB09338,Mersalyl,solid,-0.07,-1.7,9.90e+00 g/l,483.87,105.09,69.75,30.58,9,6,3,3.24,-1.3,-1,1,1,1,,,,
8344,biotech,DB09339,Indium In-111 imciromab pentetate,solid,,,,,,,,,,,,,,,,,,,,
8345,small molecule,DB09340,Tyropanoic acid,solid,4.14,-5.3,3.18e-03 g/l,641.026,66.4,115.32,44.91,7,3,2,2.52,-3.9,-1,1,0,0,,,,
8346,small molecule,DB09341,"Dextrose, unspecified form",solid,,,,,,,,,,,,,,,,,,,,"The approximate half-life is 14.3 minutes following intravenous infusion. Gut glucose half-life was markedly higher in females (79 ± 2 min) than in males (65 ± 3 min, P < 0.0001) and negatively related to body height (r = -0.481; P < 0.0001). "
8347,small molecule,DB09342,Propoxycaine,solid,2.89,-2.2,1.79e+00 g/l,294.395,64.79,86.04,34.2,10,4,1,,8.96,1,1,1,1,,,,
8348,small molecule,DB09343,Tipiracil,solid,-0.21,-2.5,7.31e-01 g/l,242.662,85.29,69.89,22.48,2,4,3,7.28,11.55,1,2,1,1,,,,Tipiracil mean elmination half-life is 2.1 hours.[A31259]
8349,small molecule,DB09344,Invert sugar,liquid,,,,,,,,,,,,,,,,,,,,"The glucose half-life following intravenous administration of invert sugar is of approximately 30 min. In the same report, the half-life of fructose after the intravenous administration is reported to be 16 min.[A19407]"
8350,small molecule,DB09345,Pramocaine,solid,3.03,-3.1,2.21e-01 g/l,293.407,30.93,84.82,35.11,9,4,0,,7.06,1,2,1,1,,,,
8351,small molecule,DB09346,Metrizoic acid,solid,2.18,-3.8,8.77e-02 g/l,627.943,86.71,106.24,39.93,3,4,2,2.16,-3.9,-1,1,1,0,,,,
8352,small molecule,DB09347,Acetrizoic acid,solid,3.03,-4,5.59e-02 g/l,556.864,66.4,88.26,33.43,2,3,2,2.33,-4.5,-1,1,1,0,,1.04,,"When water-soluble contrast agents, such as acetrizoic acid, are administered, it is reported a half-life of approximate 4 hours.[L1708]"
8353,small molecule,DB09348,Propiolactone,liquid,-0.55,0.78,4.36e+02 g/l,72.063,26.3,15.55,6.55,0,1,0,,-7.1,0,1,1,1,,-0.564,,The half-life of propiolactone in water is of 225 minutes.[A32148]
8354,biotech,DB09349,Gastric intrinsic factor,solid,,,,,,,,,,,,,,,,,,,,
8355,small molecule,DB09350,Piperonyl butoxide,solid,3.07,-4.7,6.11e-03 g/l,338.4385,46.15,93.6,40.43,13,5,0,,-3.6,0,2,1,1,,,, 32 hours.
8356,small molecule,DB09351,Levobetaxolol,solid,3,-4,2.98e-02 g/l,307.434,50.72,88.64,37.06,11,4,2,14.09,9.67,1,2,1,1,,,,The mean half life of levobetaxolol is 20 h [FDA Label].
8357,small molecule,DB09352,Hydroxyamphetamine,,0.58,-1.7,3.13e+00 g/l,151.2056,46.25,45.69,17.17,2,2,2,10.48,9.8,1,1,1,1,,,,
8358,small molecule,DB09353,Octasulfur,,4.76,,,256.52,0,46.05,20.4,0,0,0,,,0,1,1,1,,,,"Intended for local use only, no systemic absorption."
8359,small molecule,DB09355,Sulfabenzamide,,1.69,-3.3,1.34e-01 g/l,276.311,89.26,73.15,27.32,2,4,2,4.32,2.09,-1,2,1,1,,,,
8360,biotech,DB09356,Protein hydrolysate,,,,,,,,,,,,,,,,,,,,,
8361,small molecule,DB09357,Dexpanthenol,,-1,-0.23,1.21e+02 g/l,205.2515,89.79,51.88,21.87,6,4,4,12.69,-2.4,0,0,1,1,,,,Half life have not been reported
8362,small molecule,DB09363,Rauwolfia serpentina root,,,,,,,,,,,,,,,,,,,,,"After oral ingestion, an initial half-life of approximately 5 hours is followed by a terminal half-life of approximately 200 hours [L1626]."
8363,small molecule,DB09364,Procaine merethoxylline,,1.12,-2.2,3.43e+00 g/l,764.24,100.41,89.12,31.96,17,7,1,2.99,3.71,0,2,0,0,,,,
8364,small molecule,DB09366,Propyliodone,,2.28,-3.3,2.38e-01 g/l,447.011,46.61,79.74,31.2,5,3,0,,-7.2,0,1,1,1,,,,
8365,small molecule,DB09369,Polyestradiol phosphate,,,,,,,,,,,,,,,,,,,,,
8366,small molecule,DB09370,Sodium phosphate P 32,,-1,,,142.957,83.42,12.41,5.24,0,4,1,1.8,,-2,0,1,1,,,,
8367,small molecule,DB09371,Norethynodrel,,2.6,-4.5,9.82e-03 g/l,298.426,37.3,87.18,34.79,0,2,1,16.21,-1.7,0,4,1,1,,,,
8368,small molecule,DB09372,Tannic acid,,4.73,-3.6,4.07e-01 g/l,1701.206,777.98,393.57,152.88,31,36,25,7.61,-4.8,0,11,0,0,,,,
8369,small molecule,DB09373,Trolamine polypeptide oleate condensate,,,,,,,,,,,,,,,,,,,,,
8370,small molecule,DB09374,Indocyanine green acid form,,2.26,-7.3,3.82e-05 g/l,753.99,114.99,231.13,87.2,14,7,2,-0.94,2.66,-1,6,0,0,,,,ICG has a half-life of 150 to 180 seconds.
8371,small molecule,DB09375,Chymotrypsin,,,,,,,,,,,,,,,,,,,,,No pharmacokinetic data available. 
8372,small molecule,DB09376,Lapyrium,solid,1.59,-6.6,9.66e-05 g/l,363.521,59.28,104.34,43.95,16,2,1,12.73,-6.5,1,1,1,1,,,,
8373,small molecule,DB09377,Undecoylium chloride iodine complex,,-2.4,-3.1,2.20e-01 g/l,272.73,59.28,62.93,24.88,7,2,1,12.52,-6.5,1,1,1,1,,,,
8374,small molecule,DB09378,Fluprednisolone,,1.3,-3.2,2.61e-01 g/l,378.44,94.83,98.32,38.9,2,5,3,12.58,-2.9,0,4,1,1,,,,
8375,biotech,DB09379,Sutilain,solid,,,,,,,,,,,,,,,,,,,,This pharmacokinetic parameter is not relevant.
8376,small molecule,DB09380,Sodium chromate Cr-51,,-0.7,0.21,2.62e+02 g/l,160.92,80.26,5.77,6.04,0,4,0,-2.3,,-2,0,1,1,,,,
8377,small molecule,DB09381,Esterified estrogens,,,,,,,,,,,,,,,,,,,,,"Half-life varies, it is in the range 1-2 hr."
8378,small molecule,DB09382,Iodohippurate sodium I-131,,1.51,-3,3.24e-01 g/l,331.055,69.23,70.32,22.44,3,3,1,2.65,-1.7,-1,1,1,1,,,,
8379,small molecule,DB09383,Meprednisone,,2.09,-3.7,7.11e-02 g/l,372.461,91.67,102.04,40.19,2,5,2,12.44,-3.3,0,4,1,1,,,,
8380,small molecule,DB09385,Cyanocobalamin Co-57,,1.97,-4.5,3.90e-02 g/l,1354.399,462.95,331.02,134.02,26,16,10,1.82,8.97,2,8,0,0,,,,
8381,small molecule,DB09387,Cyanocobalamin Co-60,,1.97,-4.5,3.90e-02 g/l,1356.389,460.05,330.72,133.97,26,17,9,1.82,8.97,2,8,0,0,,,,
8382,small molecule,DB09388,Rose bengal I-131,,6.02,-6.2,6.81e-04 g/l,989.67,83.83,176.05,63.84,1,5,2,2.38,-2.1,-2,4,0,0,,,,
8383,small molecule,DB09389,Norgestrel,,3.25,-4.7,5.83e-03 g/l,312.453,37.3,92.03,36.83,1,2,1,17.91,-1.5,0,4,1,1,,,,
8384,small molecule,DB09393,Amino acids,,,,,,,,,,,,,,,,,,,,,
8385,small molecule,DB09394,Phosphoric acid,,-1,,,97.9952,77.76,14.65,5.81,0,4,3,1.8,,-2,0,1,1,,,,In infants with normal renal function the serum half-life of phosphate  following single oral or rectal overdose is 5-11 hours
8386,small molecule,DB09395,Sodium acetate,,-0.2,0.72,4.29e+02 g/l,82.0338,40.13,23.48,4.96,0,2,0,4.54,,-1,0,1,1,,,,
8387,small molecule,DB09397,Technetium Tc-99m sulfur colloid,,0.82,-2.6,6.08e-01 g/l,355.39,0,46.05,20.4,0,0,0,,,0,1,1,1,,,,"Technetium Tc 99m decays by isomeric transition with a physical half-life of 6.02 hours. Following intravenous administration, Technetium Tc 99m Sulfur Colloid Injection is rapidly cleared from the blood by the reticuloendothelial system with a nominal half-life of approximately 2 1/2 minutes."
8388,small molecule,DB09398,Fluoride ion F-18,solid,0.15,,,18.0015,0,0.87,0.44,0,0,0,3.17,,-1,0,1,1,,,,110 min. 
8389,small molecule,DB09400,Selenomethionine Se-75,,-2.5,-0.25,1.09e+02 g/l,192.071,63.32,42.91,14.64,4,4,2,1.56,9.5,0,0,1,1,,,,
8390,small molecule,DB09401,Isosorbide,solid,-1.5,0.92,1.21e+03 g/l,146.1412,58.92,31.38,13.54,0,4,2,13.03,-3.5,0,2,1,1,,,,
8391,small molecule,DB09403,Iocetamic acid,,3.15,-4.1,5.37e-02 g/l,613.96,83.63,104.18,39.94,4,4,2,2.74,1.58,-1,1,1,0,,,,
8392,small molecule,DB09406,Chlormerodrin Hg-197,,-0.5,-1.1,2.92e+01 g/l,363.57,64.35,32.54,15.44,4,2,2,14.53,-1.8,1,0,1,1,,,,
8393,small molecule,DB09407,Magnesium chloride,,1.16,-0.69,1.93e+01 g/l,95.211,0,0,1.78,0,0,0,3.09,,2,0,1,1,,,,"Elimination half-life has been reported to be 27.7 hours following an overdose of 400 mEq magnesium in an adult.
"
8394,small molecule,DB09409,Magnesium acetate tetrahydrate,solid,0.29,-0.16,9.82e+01 g/l,214.453,40.13,23.48,4.96,0,2,0,4.54,,-1,0,1,1,,,,Elimination half-life has been reported to be 27.7 hours following an overdose of 400mEq magnesium in an adult.
8395,small molecule,DB09411,Technetium Tc-99m etidronate,,-0.77,-1.2,1.15e+01 g/l,304.933,135.29,34.51,13.64,2,7,5,0.7,-5.1,-3,0,1,1,,,,
8396,small molecule,DB09413,Monopotassium phosphate,,-1,,,136.0855,80.59,13.53,5.53,0,4,2,1.8,,-2,0,1,1,,,,"In healthy children with phosphate overdose, half-life  was 4.8 to 10.6 hours, and was prolonged to 17 hours in  a child with renal insufficiency."
8397,small molecule,DB09414,Dipotassium phosphate,,-1,,,174.1759,83.42,12.41,5.23,0,4,1,1.8,,-2,0,1,1,,,," In healthy children with phosphate overdose, half-life  was 4.8 to 10.6 hours, and was prolonged to 17 hours in  a child with renal insufficiency."
8398,small molecule,DB09415,Meglumine,,-2.4,0.09,2.40e+02 g/l,195.215,113.18,44.84,19.66,6,6,6,12.65,9.11,1,0,1,0,,,,
8399,small molecule,DB09418,Potassium perchlorate,solid,-0.97,-0.13,1.02e+02 g/l,138.549,74.27,11.91,5.23,0,4,0,-7.1,,-1,0,1,1,,,,Perchlorate has a half-life in humans of approximately 6 to 8 hours [A32611].
8400,small molecule,DB09419,Xylose,solid,-2.3,0.4,3.80e+02 g/l,150.1299,97.99,31.38,13.45,4,5,4,12.34,-3,0,0,1,1,,,,The elimination half-life observed in healthy individuals is 75 minutes [T171].
8401,small molecule,DB09420,Iodide I-123,,1.02,,,122.9061,0,13.95,5.07,0,0,0,-9,,-1,0,1,1,,,,Iodine-123 decays by electron capture with a physical half-life of 13.2 hours
8402,small molecule,DB09421,Protirelin,,-2.3,-1.9,4.18e+00 g/l,362.3837,150.28,89.76,35.13,6,5,4,11.15,6.74,0,3,1,1,,,,
8403,biotech,DB09422,Soybean oil,,,,,,,,,,,,,,,,,,,,,
8404,small molecule,DB09423,Technetium Tc-99m polyphosphate,,,,,,,,,,,,,,,,,,,,,
8405,small molecule,DB09425,Indium In-111 pentetate,,0.11,-2,5.71e+00 g/l,501.23,204.71,118.96,34.91,16,13,2,1.95,8.82,-3,0,0,0,,,,Indium 111 decays by electron capture with a physical half-life of 67.9 hours.
8406,biotech,DB09429,Albumin iodinated I-125 serum,,,,,,,,,,,,,,,,,,,,,
8407,biotech,DB09430,Albumin iodinated I-131 serum,,,,,,,,,,,,,,,,,,,,,
8408,small molecule,DB09443,Krypton Kr 81m,gas,0,,,80.9166,0,0,1.78,0,0,0,,,0,0,1,1,,,,
8409,biotech,DB09446,Safflower oil,liquid,,,,,,,,,,,,,,,,,,,,No pharmacokinetic data available. 
8410,biotech,DB09447,Technetium Tc-99m albumin colloid,,,,,,,,,,,,,,,,,,,,,
8411,small molecule,DB09448,Iodohippurate sodium I-123,,1.51,-3,3.24e-01 g/l,323.054,69.23,70.32,22.44,3,3,1,2.65,-1.7,-1,1,1,1,,,,
8412,small molecule,DB09449,"Sodium phosphate, monobasic",solid,-1,,,119.977,80.59,13.53,5.53,0,4,2,1.8,,-2,0,1,1,,,,
8413,biotech,DB09456,Insulin beef,,,,,,,,,,,,,,,,,,,,,
8414,small molecule,DB09459,L-tartaric acid,,-1.3,0.03,1.61e+02 g/l,150.0868,115.06,26.21,11.33,3,6,4,2.72,-4.3,-2,0,1,1,,,,
8415,small molecule,DB09460,Sodium carbonate,,-0.34,0.76,6.07e+02 g/l,105.9884,63.19,31.17,3.52,0,3,0,6.05,,-1,0,1,1,,,,
8416,small molecule,DB09461,Xenon Xe-127,,0,,,126.9052,0,0,1.78,0,0,0,,,0,0,1,1,,,,
8417,small molecule,DB09462,Glycerin,,-1.9,1.1,1.17e+03 g/l,92.0938,60.69,20.52,8.93,2,3,3,13.61,-3,0,0,1,1,,,,30 - 45 minutes
8418,small molecule,DB09472,Sodium sulfate,,-0.84,,,142.042,80.26,11.53,5.81,0,4,0,-3,,-2,0,1,1,,,,Serum sulfate: 8.5 hours
8419,small molecule,DB09473,Indium In-111 oxyquinoline,,5.38,-5.6,1.28e-03 g/l,543.364,35.95,52.51,14.48,0,2,0,9.36,4.83,0,6,0,0,,,,Indium In 111 decays by electron capture with a physical half-life of 67.2 hours (2.8 days). Between 9.5 to 24.4% of the injected dose remains in whole blood and clears with a biological half-time of 2.8 to 5.5 hours. The remainder (13-18%) clears from blood with a biological half-time of 64 to 116 hours.
8420,small molecule,DB09477,Enalaprilat,,-0.09,-2.6,8.76e-01 g/l,348.3936,106.94,90.06,35.82,8,6,3,3.13,7.83,-1,2,1,1,,,,11 hr
8421,small molecule,DB09479,Rubidium Rb-82,,0,,,81.9177,0,0,1.78,0,0,0,3.09,,1,0,1,1,,,,1.27 minutes
8422,small molecule,DB09480,Iofetamine I-123,,3.58,-4.8,5.11e-03 g/l,299.189,12.03,71.01,27.78,4,1,1,,10.35,1,1,1,1,,,,
8423,small molecule,DB09481,Magnesium carbonate,solid,0.52,0.21,2.26e+02 g/l,84.314,63.19,31.17,3.52,0,3,0,6.05,,-1,0,1,1,,,,Half life of 27.7 hours reported with overdose of 400mEq of magnesium in an adult [L593].
8424,small molecule,DB09483,Potassium lactate,,-0.63,0.79,7.86e+02 g/l,128.1683,60.36,29.68,7.65,1,3,1,3.78,-3.7,-1,0,1,1,,,,
8425,small molecule,DB09484,Sodium fluorophosphate,,-0.54,,,143.949,63.19,11.35,4.59,0,3,0,0.1,,-2,0,1,1,,,,
8426,small molecule,DB09487,Iotrolan,,-3.3,-3.5,5.39e-01 g/l,1626.242,399.78,290.72,116.79,24,18,16,11.5,-3.3,0,2,0,0,,,,
8427,small molecule,DB09488,Acrivastine,,4.29,-4.5,9.94e-03 g/l,348.4382,53.43,115.08,39.09,6,4,1,3.68,8.63,0,3,1,1,,,,The mean terminal half-life for acrivastine was 1.9 ± 0.3 hours following single oral doses and increased to 3.5 ± 1.9 hours at steady state. The terminal half-life for the propionic acid metabolite was 3.8 ± 1.4 hours.
8428,small molecule,DB09490,Indium In-111 chloride,,1.69,-0.91,2.74e+01 g/l,217.26,0,18.41,9.87,0,0,0,,,0,0,1,1,,,,2.8 days
8429,biotech,DB09493,Technetium Tc-99m red blood cells,,,,,,,,,,,,,,,,,,,,,Technetium Tc 99m decays by isomeric transition with a physical half-life of 6.02 hours. The technetium Tc 99m is well retained in the blood pool with an estimated biological half-life of approximately 29 hours [FDA Label].
8430,small molecule,DB09494,Cetyl alcohol,solid,7.17,-6.1,1.81e-04 g/l,242.4406,20.23,77.35,34.38,14,1,1,16.84,-2,0,0,0,0,,,,
8431,small molecule,DB09495,Avobenzone,,4.98,-5.7,6.22e-04 g/l,310.393,43.37,91.75,34.86,6,3,0,9.88,-4.8,0,2,1,1,,,,
8432,small molecule,DB09496,Octinoxate,liquid,5.62,-5.8,4.52e-04 g/l,290.3972,35.53,86.44,34.84,10,2,0,,-4.8,0,1,1,0,,5.8,,
8433,small molecule,DB09498,Strontium chloride Sr-89,liquid,0.84,-0.49,5.18e+01 g/l,159.81,0,5.62,2.39,0,0,0,-7,,-1,0,1,1,,,,Strontium chloride 89 presents a half-life of 50.5 days.[A31266]
8434,small molecule,DB09499,Thiosulfuric acid,,0.048,,,114.144,57.53,21.76,8.51,0,3,2,11.35,,0,0,1,1,,,,Thiosulfate: 15 to 20 minutes.
8435,small molecule,DB09501,Ferric ammonium citrate,,-1.3,-0.26,1.06e+02 g/l,264.997,132.13,35.62,15.51,5,7,4,3.05,-4.2,-3,0,1,1,,,,
8436,small molecule,DB09502,Fludeoxyglucose (18F),,-1.8,-0.12,1.39e+02 g/l,181.15,97.99,35.65,15.54,5,5,4,10.32,-3,0,0,1,1,,,,10-13 minutes
8437,small molecule,DB09507,Ferumoxsil,,,,,,,,,,,,,,,,,,,,,
8438,small molecule,DB09508,Ferumoxides,,,,,,,,,,,,,,,,,,,,,
8439,small molecule,DB09510,Urea C-13,,-1.8,0.84,4.12e+02 g/l,61.048,69.11,13.14,5.1,0,1,2,15.73,-2.4,0,0,1,1,,,,
8440,small molecule,DB09511,Talc,,-0.65,,,379.259,0,13.91,1.19,0,1,1,15.7,-1.8,0,0,1,1,,,,Intended for local use only. 
8441,small molecule,DB09512,Simethicone,liquid,2.6,-2,1.71e+00 g/l,238.461,18.46,37.63,18.48,3,2,0,,-3.7,0,0,1,1,,,,Simethicone is not systemically absorbed and so these data are not readily available.[A228308]
8442,small molecule,DB09513,Urea C-14,,-1.8,0.84,4.12e+02 g/l,62.048,69.11,13.14,5.1,0,1,2,15.73,-2.4,0,0,1,1,,,,14C-urea that is not hydrolyzed by H. pylori is excreted in the urine with a half-life of approximately 12 hours. About 10% of the 14C remains in the body at 72 hours and is gradually excreted with a biological half-life of 40 days.
8443,small molecule,DB09516,Mequinol,,1.31,-0.54,3.61e+01 g/l,124.1372,29.46,34.5,12.76,1,2,1,9.94,-4.8,0,1,1,1,,,,Mequinol demonstrated an elimination half-life of 30 to 90 minutes following intravenous infusion of 5 or 10 grams/m^2 over 3 to 5 hours in melanoma patients; similar values were reported after intra-arterial infusion [L2532].
8444,small molecule,DB09517,Sodium ferric gluconate complex,liquid,-2.6,0.38,8.24e+02 g/l,2089.309,189.53,68.77,30.86,30,11,8,11.84,-3,0,10,0,0,,,," The terminal elimination half-life for drug bound iron was approximately 1 hour, with the value varying by dose but not by rate of administration. In adults, the shortest terminal elimination half-life of 0.825h occurs with the 62.5 mg/4 min dosing regimen and the longest value of 1.45h is achieved with 125 mg/7 min regimen. In pediatric patients, the half-life was 2 hours following administration of 1.5 mg/kg dose and 2.5 hours following administration of 3.0mg/kg dose."
8445,small molecule,DB09526,Hydroquinone,,0.71,-0.06,9.55e+01 g/l,110.1106,40.46,30.02,10.75,0,2,2,9.68,-5.9,0,1,1,1,,0.59,,
8446,biotech,DB09527,Secretin porcine,,,,,,,,,,,,,,,,,,,,,
8447,small molecule,DB09531,Perflexane,,4.2,-4,3.81e-02 g/l,338.044,0,31.54,13.44,5,0,0,,,0,0,1,1,,,,
8448,biotech,DB09532,Secretin human,liquid,,,,,,,,,,,,,,,,,3039.44,,,The elimination half life of synthetic human secretin is 45 minutes [FDA Label]. 
8449,small molecule,DB09534,Ecamsule,,0.37,-5,5.71e-03 g/l,562.69,142.88,143.56,59.64,6,8,2,-1,-5,-2,5,1,0,,,,Ecamsule is not absorbed and has no reported half life data.
8450,small molecule,DB09535,Octocrylene,,6.23,-5.4,1.57e-03 g/l,361.485,50.09,118.58,41.43,10,2,0,,-7.2,0,2,1,0,,,,"Ecamsule is only used topically, it does not have half life"
8451,small molecule,DB09536,Titanium dioxide,solid,-0.7,,,79.865,34.14,2.89,4.19,0,2,0,,-7.7,0,0,1,1,,,,The kinetics of TiO2 elimination in the rat lung following its deposition after 7 hr exposure at 10 and 50 mg/cu m were determined for periods up to 140 days...The retention half-time was 14 days for the first clearance phase and 88 days thereafter.
8452,small molecule,DB09537,Iodine povacrylex,,,,,,,,,,,,,,,,,,,,,"For local use only, no systemic absorption. "
8453,small molecule,DB09539,Omega-3-acid ethyl esters,liquid,,,,,,,,,,,,,,,,,,,,79 hours ± 47 hours[A18890].
8454,small molecule,DB09543,Methyl salicylate,liquid,2.07,-1.4,5.73e+00 g/l,152.1473,46.53,40.06,14.98,2,2,1,9.72,-4.3,0,1,1,1,,2.5,,The plasma half-life for  salicylate is 2 to 3 hr in low doses and about 12 hr at usual anti-inflammatory doses. The half-life of salicylate may be as long as 15 to 30 hr at high therapeutic doses or when there is intoxication. 
8455,small molecule,DB09546,Iobenguane sulfate I-123,liquid,1.42,-3.4,1.00e-01 g/l,640.26,61.9,68.61,21.91,4,3,3,,11.75,1,2,1,0,,,,
8456,small molecule,DB09550,Tetracycline phosphate complex,,-0.56,-2.5,1.33e+00 g/l,4821.729,,,,,,,,,,,,0,,,,
8457,biotech,DB09551,Desoxyribonuclease,,,,,,,,,,,,,,,,,,,,,
8458,small molecule,DB09552,Thonzonium,solid,4.07,-7.5,1.82e-05 g/l,511.818,38.25,171.19,66.44,22,4,0,,3.12,1,2,0,0,,,,
8459,small molecule,DB09555,Dexchlorpheniramine maleate,,3.74,-3.7,5.19e-02 g/l,390.86,16.13,80.85,30.81,7,2,0,,9.47,1,2,1,1,,,,20-30 h
8460,biotech,DB09559,Necitumumab,,,,,,,,,,,,,,,,,,,,,Elimination half life is approximately 14 days. 
8461,small molecule,DB09561,Sodium glycerophosphate,solid,-1.4,-0.42,8.15e+01 g/l,216.036,112.88,29.15,12.87,4,5,2,1.51,-3,-2,0,1,1,,,,Inorganic phosphate has a half-life of elimination of 2.06h [A32667].
8462,small molecule,DB09563,Choline C-11,,-3.6,-1.6,3.61e+00 g/l,103.173,20.23,42.19,12.57,2,1,1,13.97,-3.2,1,0,1,1,,,,
8463,biotech,DB09564,Insulin degludec,liquid,,,,,,,,,,,,,,,,,6103.97,,,"The half-life after subcutaneous administration is determined primarily by the rate of absorption from the subcutaneous tissue. On average, the half-life at steady state is approximately 25 hours independent of dose."
8464,biotech,DB09567,Olive oil,liquid,,,,,,,,,,,,,,,,,,,,
8465,small molecule,DB09568,Omega-3-carboxylic acids,liquid,,,,,,,,,,,,,,,,,,,,The half-life of OM3-CA depends on the type of component in which for eicosapentaenoic acid it is estimated to be of approximately 4.7-10.8 hours while for docosahexaenoic acid is reported to be of about 7 hours.[A25808] The half-life of baseline-adjusted at steady-state is of 36 and 46 hours respectively for eicosapentaenoic acid and docosahexaenoic acid.[L2390]
8466,small molecule,DB09570,Ixazomib,solid,2.06,-4.5,1.24e-02 g/l,361.03,98.66,84.56,36.3,7,4,4,8.64,-1.8,0,1,1,1,,,,Terminal half-life is 9.5 days. 
8467,small molecule,DB09571,Levmetamfetamine,solid,2.23,-2.2,9.28e-01 g/l,149.237,12.03,48.48,18.09,3,1,1,,10.21,1,1,1,1,,,, The elimination half-life of levomethamphetamine is between 13.3 and 15 hours.
8468,biotech,DB09876,Clostridium tetani,,,,,,,,,,,,,,,,,,,,,
8469,biotech,DB09877,Corynebacterium diphtheriae,,,,,,,,,,,,,,,,,,,,,
8470,biotech,DB10061,"Meningococcal (groups A, C, Y and W-135) oligosaccharide diphtheria CRM197 conjugate vaccine",,,,,,,,,,,,,,,,,,,,,
8471,biotech,DB10062,"Rabies virus inactivated antigen, B",,,,,,,,,,,,,,,,,,,,,
8472,biotech,DB10076,Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,,,,,,,,,,,,,,,,,,,,,
8473,biotech,DB10276,Rotavirus vaccine,,,,,,,,,,,,,,,,,,,,,The median duration of viral shedding was observed to be 10 days [FDA Label].
